,batch_id,datetime,pressure_hobo
17453,1327,2020-05-16 01:45:00,624.0
17454,1327,2020-05-16 02:00:00,624.21
17455,1327,2020-05-16 02:15:00,624.05
17456,1327,2020-05-16 02:30:00,623.84
17457,1327,2020-05-16 02:45:00,623.77
17458,1327,2020-05-16 03:00:00,623.84
17459,1327,2020-05-16 03:15:00,624.05
17460,1327,2020-05-16 03:30:00,624.19
17461,1327,2020-05-16 03:45:00,624.05
17462,1327,2020-05-16 04:00:00,624.26
17463,1327,2020-05-16 04:15:00,624.26
17464,1327,2020-05-16 04:30:00,624.25
17465,1327,2020-05-16 04:45:00,624.25
17466,1327,2020-05-16 05:00:00,624.39
17467,1327,2020-05-16 05:15:00,624.46
17468,1327,2020-05-16 05:30:00,624.53
17469,1327,2020-05-16 05:45:00,624.6
17470,1327,2020-05-16 06:00:00,624.6
17471,1327,2020-05-16 06:15:00,624.81
17472,1327,2020-05-16 06:30:00,624.6
17473,1327,2020-05-16 06:45:00,624.67
17474,1327,2020-05-16 07:00:00,624.81
17475,1327,2020-05-16 07:15:00,624.81
17476,1327,2020-05-16 07:30:00,624.88
17477,1327,2020-05-16 07:45:00,624.95
17478,1327,2020-05-16 08:00:00,624.95
17479,1327,2020-05-16 08:15:00,625.04
17480,1327,2020-05-16 08:30:00,625.2
17481,1327,2020-05-16 08:45:00,625.08
17482,1327,2020-05-16 09:00:00,625.25
17483,1327,2020-05-16 09:15:00,625.13
17484,1327,2020-05-16 09:30:00,625.17
17485,1327,2020-05-16 09:45:00,625.12
17486,1327,2020-05-16 10:00:00,625.08
17487,1327,2020-05-16 10:15:00,624.9
17488,1327,2020-05-16 10:30:00,624.85
17489,1327,2020-05-16 10:45:00,624.81
17490,1327,2020-05-16 11:00:00,624.83
17491,1327,2020-05-16 11:15:00,624.7
17492,1327,2020-05-16 11:30:00,624.65
17493,1327,2020-05-16 11:45:00,624.46
17494,1327,2020-05-16 12:00:00,624.34
17495,1327,2020-05-16 12:15:00,624.26
17496,1327,2020-05-16 12:30:00,624.14
17497,1327,2020-05-16 12:45:00,624.14
17498,1327,2020-05-16 13:00:00,623.98
17499,1327,2020-05-16 13:15:00,623.98
